2018,1,Ciutat Vella,el Raval,average rent (euro/month),792.74
2018,1,Ciutat Vella,Gothic Quarter,average rent (euro/month),998.4
2018,1,Ciutat Vella,la Barceloneta,average rent (euro/month),870.84
2018,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),923.44
2018,1,Eixample,Fort Pienc,average rent (euro/month),910.53
2018,1,Eixample,Sagrada Familia,average rent (euro/month),883.75
2018,1,Eixample,la Dreta de l'Eixample,average rent (euro/month),1191.43
2018,1,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1069.16
2018,1,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),947.92
2018,1,Eixample,Sant Antoni,average rent (euro/month),899.98
2018,1,Sants-Montjuic,el Poble Sec,average rent (euro/month),783.5
2018,1,Sants-Montjuic,la Marina de Port,average rent (euro/month),751.65
2018,1,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),842.32
2018,1,Sants-Montjuic,Hostafrancs,average rent (euro/month),754.83
2018,1,Sants-Montjuic,la Bordeta,average rent (euro/month),785.79
2018,1,Sants-Montjuic,Sants - Badal,average rent (euro/month),764.41
2018,1,Sants-Montjuic,Sants,average rent (euro/month),802.64
2018,1,Les Corts,les Corts,average rent (euro/month),1002.34
2018,1,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),948.77
2018,1,Les Corts,Pedralbes,average rent (euro/month),1799.91
2018,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),895.7
2018,1,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1249.23
2018,1,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1613.41
2018,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1247.7
2018,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1310.42
2018,1,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),946.65
2018,1,Gracia,Vallcarca i els Penitents,average rent (euro/month),886.27
2018,1,Gracia,el Coll,average rent (euro/month),741.23
2018,1,Gracia,la Salut,average rent (euro/month),815.62
2018,1,Gracia,la Vila de Gracia,average rent (euro/month),899.65
2018,1,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),884.55
2018,1,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),832.63
2018,1,Horta-Guinardo,Can Baro,average rent (euro/month),721.46
2018,1,Horta-Guinardo,el Guinardo,average rent (euro/month),736.8
2018,1,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),824.12
2018,1,Horta-Guinardo,el Carmel,average rent (euro/month),634.75
2018,1,Horta-Guinardo,la Teixonera,average rent (euro/month),690.81
2018,1,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),648.1
2018,1,Horta-Guinardo,Montbau,average rent (euro/month),717.78
2018,1,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),874.2
2018,1,Horta-Guinardo,Horta,average rent (euro/month),748.19
2018,1,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),720.9
2018,1,Nou Barris,Porta,average rent (euro/month),675.08
2018,1,Nou Barris,el Turo de la Peira,average rent (euro/month),665.36
2018,1,Nou Barris,la Guineueta,average rent (euro/month),685.05
2018,1,Nou Barris,Canyelles,average rent (euro/month),714.68
2018,1,Nou Barris,les Roquetes,average rent (euro/month),605.41
2018,1,Nou Barris,Verdun,average rent (euro/month),624.71
2018,1,Nou Barris,la Prosperitat,average rent (euro/month),634.3
2018,1,Nou Barris,la Trinitat Nova,average rent (euro/month),592.73
2018,1,Nou Barris,Ciutat Meridiana,average rent (euro/month),507.16
2018,1,Sant Andreu,la Trinitat Vella,average rent (euro/month),589.02
2018,1,Sant Andreu,el Bon Pastor,average rent (euro/month),658.63
2018,1,Sant Andreu,Sant Andreu,average rent (euro/month),744.82
2018,1,Sant Andreu,la Sagrera,average rent (euro/month),734.45
2018,1,Sant Andreu,el Congres i els Indians,average rent (euro/month),754.09
2018,1,Sant Andreu,Navas,average rent (euro/month),790.2
2018,1,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),785.88
2018,1,Sant Marti,el Clot,average rent (euro/month),774.32
2018,1,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),916.31
2018,1,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1272.26
2018,1,Sant Marti,el Poblenou,average rent (euro/month),913.29
2018,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1164.84
2018,1,Sant Marti,el Besos i el Maresme,average rent (euro/month),682.32
2018,1,Sant Marti,Provencals del Poblenou,average rent (euro/month),957.02
2018,1,Sant Marti,Sant Marti de Provencals,average rent (euro/month),751.48
2018,1,Sant Marti,la Verneda i la Pau,average rent (euro/month),715.37
2018,2,Ciutat Vella,el Raval,average rent (euro/month),820.88
2018,2,Ciutat Vella,Gothic Quarter,average rent (euro/month),1024.29
2018,2,Ciutat Vella,la Barceloneta,average rent (euro/month),923.45
2018,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),991.39
2018,2,Eixample,Fort Pienc,average rent (euro/month),942.96
2018,2,Eixample,Sagrada Familia,average rent (euro/month),893.43
2018,2,Eixample,la Dreta de l'Eixample,average rent (euro/month),1263.08
2018,2,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1078.13
2018,2,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),975.53
2018,2,Eixample,Sant Antoni,average rent (euro/month),907.42
2018,2,Sants-Montjuic,el Poble Sec,average rent (euro/month),788.23
2018,2,Sants-Montjuic,la Marina de Port,average rent (euro/month),719.33
2018,2,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),834.68
2018,2,Sants-Montjuic,Hostafrancs,average rent (euro/month),801.37
2018,2,Sants-Montjuic,la Bordeta,average rent (euro/month),757.26
2018,2,Sants-Montjuic,Sants - Badal,average rent (euro/month),755.29
2018,2,Sants-Montjuic,Sants,average rent (euro/month),811.74
2018,2,Les Corts,les Corts,average rent (euro/month),1038.73
2018,2,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),959.26
2018,2,Les Corts,Pedralbes,average rent (euro/month),1563.31
2018,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),860.13
2018,2,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1332.33
2018,2,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1467.07
2018,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1288.82
2018,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1328.14
2018,2,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),972.89
2018,2,Gracia,Vallcarca i els Penitents,average rent (euro/month),939.03
2018,2,Gracia,el Coll,average rent (euro/month),716.25
2018,2,Gracia,la Salut,average rent (euro/month),883.52
2018,2,Gracia,la Vila de Gracia,average rent (euro/month),913.34
2018,2,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),885.4
2018,2,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),817.38
2018,2,Horta-Guinardo,Can Baro,average rent (euro/month),737.38
2018,2,Horta-Guinardo,el Guinardo,average rent (euro/month),758.61
2018,2,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),756.72
2018,2,Horta-Guinardo,el Carmel,average rent (euro/month),637.17
2018,2,Horta-Guinardo,la Teixonera,average rent (euro/month),682.44
2018,2,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),646.83
2018,2,Horta-Guinardo,Montbau,average rent (euro/month),716.18
2018,2,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),864.72
2018,2,Horta-Guinardo,Horta,average rent (euro/month),742.51
2018,2,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),726.89
2018,2,Nou Barris,Porta,average rent (euro/month),713.94
2018,2,Nou Barris,el Turo de la Peira,average rent (euro/month),668.16
2018,2,Nou Barris,la Guineueta,average rent (euro/month),724.25
2018,2,Nou Barris,Canyelles,average rent (euro/month),661.88
2018,2,Nou Barris,les Roquetes,average rent (euro/month),575.71
2018,2,Nou Barris,Verdun,average rent (euro/month),628.8
2018,2,Nou Barris,la Prosperitat,average rent (euro/month),657.43
2018,2,Nou Barris,la Trinitat Nova,average rent (euro/month),574.15
2018,2,Nou Barris,Torre Baro,average rent (euro/month),434.52
2018,2,Nou Barris,Ciutat Meridiana,average rent (euro/month),491.84
2018,2,Sant Andreu,la Trinitat Vella,average rent (euro/month),598.29
2018,2,Sant Andreu,el Bon Pastor,average rent (euro/month),687.55
2018,2,Sant Andreu,Sant Andreu,average rent (euro/month),752.66
2018,2,Sant Andreu,la Sagrera,average rent (euro/month),798.39
2018,2,Sant Andreu,el Congres i els Indians,average rent (euro/month),751.16
2018,2,Sant Andreu,Navas,average rent (euro/month),797.8
2018,2,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),806.97
